Company,SIC,IndustryClassification,Industry,FiscalYearEnd,FiscalYear,Date,Assets,StockholdersEquity,Revenue,NetIncome,ProfitMargin
ROGERS CORP,2821,Chemical & Allied Products,Manufacturing,1231,2022,12/31/2022,1646214000,1172466000,971171000,116629000,0.1201
ROGERS CORP,2821,Chemical & Allied Products,Manufacturing,1231,2021,12/31/2021,1598566000,1118895000,932886000,108133000,0.1159
ROGERS CORP,2821,Chemical & Allied Products,Manufacturing,1231,2020,12/31/2020,1264005000,1020755000,802583000,49990000,0.0623
ROLLINS INC,7340,Business Services,Services,1231,2023,12/31/2023,2595460000,1155567000,3073278000,434957000,0.1415
ROLLINS INC,7340,Business Services,Services,1231,2022,12/31/2022,2122028000,1267197000,2695823000,368599000,0.1367
ROLLINS INC,7340,Business Services,Services,1231,2021,12/31/2021,1980870000,1082048000,2424300000,350687000,0.1447
ROLLINS INC,7340,Business Services,Services,1231,2020,12/31/2020,1845900000,941360000,2161220000,260824000,0.1207
LIFEVANTAGE CORP,2834,Chemical & Allied Products,Manufacturing,630,2022,6/30/2022,70706000,31516000,206360000,3120000,0.0151
LIFEVANTAGE CORP,2834,Chemical & Allied Products,Manufacturing,630,2021,6/30/2021,78732000,36807000,220181000,12894000,0.0586
GEN DIGITAL INC.,7372,Business Services,Services,331,2023,3/31/2024,15772000000,2197000000,3812000000,616000000,0.1616
GEN DIGITAL INC.,7372,Business Services,Services,331,2022,3/31/2023,15947000000,2200000000,3338000000,1349000000,0.4041
NORTONLIFELOCK INC.,7372,Business Services,Services,331,2021,3/31/2022,6943000000,-93000000,2796000000,836000000,0.2990
NORTONLIFELOCK INC.,7372,Business Services,Services,331,2020,3/31/2021,6361000000,-500000000,2551000000,554000000,0.2172
SILGAN HOLDINGS INC,3411,Fabricated Metal Products,Manufacturing,1231,2023,12/31/2023,7611236000,1889358000,5988205000,325965000,0.0544
SILGAN HOLDINGS INC,3411,Fabricated Metal Products,Manufacturing,1231,2022,12/31/2022,7345757000,1718256000,6411499000,340848000,0.0532
SILGAN HOLDINGS INC,3411,Fabricated Metal Products,Manufacturing,1231,2021,12/31/2021,7770846000,1562696000,5677105000,359081000,0.0633
SILGAN HOLDINGS INC,3411,Fabricated Metal Products,Manufacturing,1231,2020,12/31/2020,6511586000,1252873000,4921943000,308722000,0.0627
HORACE MANN EDUCATORS CORP /DE/,6331,Insurance Carriers,"Finance, Insurance, & Real Estate",1231,2023,12/31/2023,14049900000,1175300000,1491900000,45000000,0.0302
HORACE MANN EDUCATORS CORP /DE/,6331,Insurance Carriers,"Finance, Insurance, & Real Estate",1231,2022,12/31/2022,13446800000,1088200000,1382900000,-2600000,-0.0019
HORACE MANN EDUCATORS CORP /DE/,6331,Insurance Carriers,"Finance, Insurance, & Real Estate",1231,2021,12/31/2021,14383900000,1807400000,1330100000,142800000,0.1074
HORACE MANN EDUCATORS CORP /DE/,6331,Insurance Carriers,"Finance, Insurance, & Real Estate",1231,2020,12/31/2020,13471813000,1790079000,1310441000,133315000,0.1017
ENCORE WIRE CORP,3350,Primary Metal Industries,Manufacturing,1231,2023,12/31/2023,1967912000,1747577000,2567722000,372399000,0.1450
ENCORE WIRE CORP,3350,Primary Metal Industries,Manufacturing,1231,2022,12/31/2022,2018732000,1818666000,3017555000,717841000,0.2379
ENCORE WIRE CORP,3350,Primary Metal Industries,Manufacturing,1231,2021,12/31/2021,1530536000,1339089000,2592721000,541422000,0.2088
ENCORE WIRE CORP,3350,Primary Metal Industries,Manufacturing,1231,2020,12/31/2020,966454000,837729000,1276948000,76067000,0.0596
COGNEX CORP,3823,Instruments & Related Products,Manufacturing,1231,2023,12/31/2023,2017812000,1504752000,837547000,113234000,0.1352
COGNEX CORP,3823,Instruments & Related Products,Manufacturing,1231,2022,12/31/2022,1958140000,1438394000,1006090000,215525000,0.2142
COGNEX CORP,3823,Instruments & Related Products,Manufacturing,1231,2021,12/31/2021,2003662000,1430093000,1037098000,279881000,0.2699
COGNEX CORP,3823,Instruments & Related Products,Manufacturing,1231,2020,12/31/2020,1800702000,1262202000,811020000,176186000,0.2172
HARMONIC INC,3663,Electronic & Other Electric Equipment,Manufacturing,1231,2023,12/31/2023,768206000,436874000,607907000,83994000,0.1382
HARMONIC INC,3663,Electronic & Other Electric Equipment,Manufacturing,1231,2022,12/31/2022,710018000,324506000,624957000,28182000,0.0451
HARMONIC INC,3663,Electronic & Other Electric Equipment,Manufacturing,1231,2021,12/31/2021,693686000,295913000,507149000,13254000,0.0261
HARMONIC INC,3663,Electronic & Other Electric Equipment,Manufacturing,1231,2020,12/31/2020,591523000,258302000,378831000,-29271000,-0.0773
EXPONENT INC,8742,Engineering & Management Services,Services,1231,2023,12/31/2023,646777000,356085000,536766000,100339000,0.1869
EXPONENT INC,8742,Engineering & Management Services,Services,1231,2022,12/31/2022,586662000,320752000,513293000,102330000,0.1994
EXPONENT INC,8742,Engineering & Management Services,Services,1231,2021,12/31/2021,683739000,417065000,466269000,101202000,0.2170
EXPONENT INC,8742,Engineering & Management Services,Services,1231,2020,12/31/2020,580096000,361498000,399900000,82552000,0.2064
MOHAWK INDUSTRIES INC,2273,Textile Mill Products,Manufacturing,1231,2023,12/31/2023,13559869000,7623071000,11135115000,-439516000,-0.0395
MOHAWK INDUSTRIES INC,2273,Textile Mill Products,Manufacturing,1231,2022,12/31/2022,14120432000,8011509000,11737065000,25247000,0.0022
MOHAWK INDUSTRIES INC,2273,Textile Mill Products,Manufacturing,1231,2021,12/31/2021,14224517000,8421425000,11200613000,1033159000,0.0922
MOHAWK INDUSTRIES INC,2273,Textile Mill Products,Manufacturing,1231,2020,12/31/2020,14327751000,8534316000,9552197000,515595000,0.0540
DENNY'S CORP,5812,Eating & Drinking Places,Retail Trade,1231,2023,12/31/2023,464818000,-62686000,463922000,19945000,0.0430
DENNY'S CORP,5812,Eating & Drinking Places,Retail Trade,1231,2022,12/31/2022,498335000,-37116000,456429000,74712000,0.1637
DENNY'S CORP,5812,Eating & Drinking Places,Retail Trade,1231,2021,12/31/2021,435527000,-65265000,398174000,78073000,0.1961
DENNY'S CORP,5812,Eating & Drinking Places,Retail Trade,1231,2020,12/31/2020,430949000,-130446000,288605000,-5116000,-0.0177
LANDSTAR SYSTEM INC,4213,Trucking & Warehousing,Transportation & Public Utilities,1231,2023,12/31/2023,1801846000,983923000,5303322000,264394000,0.0499
LANDSTAR SYSTEM INC,4213,Trucking & Warehousing,Transportation & Public Utilities,1231,2022,12/31/2022,1931879000,887221000,7436562000,430914000,0.0579
LANDSTAR SYSTEM INC,4213,Trucking & Warehousing,Transportation & Public Utilities,1231,2021,12/31/2021,2045465000,862010000,6537568000,381524000,0.0584
LANDSTAR SYSTEM INC,4213,Trucking & Warehousing,Transportation & Public Utilities,1231,2020,12/31/2020,1653799000,691835000,4132981000,192106000,0.0465
DIGI INTERNATIONAL INC,3576,Industrial Machinery & Equipment,Manufacturing,930,2023,9/30/2023,835531000,540488000,444849000,24770000,0.0557
DIGI INTERNATIONAL INC,3576,Industrial Machinery & Equipment,Manufacturing,930,2022,9/30/2022,853895000,501513000,388225000,19383000,0.0499
DIGI INTERNATIONAL INC,3576,Industrial Machinery & Equipment,Manufacturing,930,2021,9/30/2021,619531000,472517000,308632000,10366000,0.0336
ROYAL GOLD INC,6795,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",1231,2023,12/31/2023,3361057000,2888217000,605717000,239440000,0.3953
ROYAL GOLD INC,6795,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",1231,2022,12/31/2022,3534522000,2741093000,603206000,238982000,0.3962
ROYAL GOLD INC,6795,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",630,2021,6/30/2021,2651605000,2490768000,615856000,302532000,0.4912
ZIX CORP,7374,Business Services,Services,1231,2020,12/31/2020,449724000,34435000,218478000,-6425000,-0.0294
LATTICE SEMICONDUCTOR CORP,3674,Electronic & Other Electric Equipment,Manufacturing,1231,2023,12/31/2023,840894000,692020000,737154000,259061000,0.3514
LATTICE SEMICONDUCTOR CORP,3674,Electronic & Other Electric Equipment,Manufacturing,1231,2022,12/31/2022,798713000,487163000,660356000,178882000,0.2709
LATTICE SEMICONDUCTOR CORP,3674,Electronic & Other Electric Equipment,Manufacturing,1231,2021,12/31/2021,726494000,411633000,515327000,95922000,0.1861
LATTICE SEMICONDUCTOR CORP,3674,Electronic & Other Electric Equipment,Manufacturing,1231,2020,12/31/2020,680067000,384427000,408120000,47392000,0.1161
MERIT MEDICAL SYSTEMS INC,3841,Instruments & Related Products,Manufacturing,1231,2023,12/31/2023,2325244000,1202000000,1257366000,94411000,0.0751
MERIT MEDICAL SYSTEMS INC,3841,Instruments & Related Products,Manufacturing,1231,2022,12/31/2022,1663966000,1144397000,1150981000,74516000,0.0647
MERIT MEDICAL SYSTEMS INC,3841,Instruments & Related Products,Manufacturing,1231,2021,12/31/2021,1648294000,1039799000,1074751000,48454000,0.0451
MERIT MEDICAL SYSTEMS INC,3841,Instruments & Related Products,Manufacturing,1231,2020,12/31/2020,1664396000,958575000,963875000,-9843000,-0.0102
PTC INC.,7372,Business Services,Services,930,2023,9/30/2023,6288842000,2677290000,2097053000,245540000,0.1171
PTC INC.,7372,Business Services,Services,930,2022,9/30/2022,4687268000,2296034000,1933347000,313081000,0.1619
PTC INC.,7372,Business Services,Services,930,2021,9/30/2021,4507560000,2038468000,1807159000,476923000,0.2639
UNITED COMMUNITY BANKS INC,6022,Depository Institutions,"Finance, Insurance, & Real Estate",1231,2023,12/31/2023,27297251000,3261525000,803818000,187544000,0.2333
UNITED COMMUNITY BANKS INC,6022,Depository Institutions,"Finance, Insurance, & Real Estate",1231,2022,12/31/2022,24008884000,2700674000,826151000,277472000,0.3359
UNITED COMMUNITY BANKS INC,6022,Depository Institutions,"Finance, Insurance, & Real Estate",1231,2021,12/31/2021,20946771000,2222245000,744402000,269801000,0.3624
UNITED COMMUNITY BANKS INC,6022,Depository Institutions,"Finance, Insurance, & Real Estate",1231,2020,12/31/2020,17794374000,2007530000,577434000,164089000,0.2842
COTERRA ENERGY INC.,1311,Oil & Gas Extraction,Mining,1231,2023,12/31/2023,20415000000,13039000000,5914000000,1625000000,0.2748
COTERRA ENERGY INC.,1311,Oil & Gas Extraction,Mining,1231,2022,12/31/2022,20154000000,12659000000,9051000000,4065000000,0.4491
COTERRA ENERGY INC.,1311,Oil & Gas Extraction,Mining,1231,2021,12/31/2021,19900000000,11738000000,3449000000,1158000000,0.3357
CABOT OIL & GAS CORP,1311,Oil & Gas Extraction,Mining,1231,2020,12/31/2020,4523532000,2215707000,1466624000,200529000,0.1367
HAYNES INTERNATIONAL INC,3310,Primary Metal Industries,Manufacturing,930,2023,9/30/2023,706281000,434324000,589956000,41975000,0.0711
HAYNES INTERNATIONAL INC,3310,Primary Metal Industries,Manufacturing,930,2022,9/30/2022,632295000,375488000,490461000,45087000,0.0919
HAYNES INTERNATIONAL INC,3310,Primary Metal Industries,Manufacturing,930,2021,9/30/2021,546455000,343321000,337661000,-8683000,-0.0257
"CISCO SYSTEMS, INC.",3576,Industrial Machinery & Equipment,Manufacturing,731,2024,7/31/2024,1.24413E+11,45457000000,53803000000,10320000000,0.1918
"CISCO SYSTEMS, INC.",3576,Industrial Machinery & Equipment,Manufacturing,731,2023,7/31/2023,1.01852E+11,44353000000,56998000000,12613000000,0.2213
"CISCO SYSTEMS, INC.",3576,Industrial Machinery & Equipment,Manufacturing,731,2022,7/31/2022,94002000000,39773000000,51557000000,11812000000,0.2291
"CISCO SYSTEMS, INC.",3576,Industrial Machinery & Equipment,Manufacturing,731,2021,7/31/2021,97497000000,41275000000,49818000000,10591000000,0.2126
SEACOR HOLDINGS INC /NEW/,4412,Water Transportation,Transportation & Public Utilities,1231,2020,12/31/2020,1532104000,844611000,753826000,23311000,0.0309
RYDER SYSTEM INC,7510,"Auto Repair, Services, & Parking",Services,1231,2023,12/31/2023,15778000000,3069000000,11783000000,406000000,0.0345
RYDER SYSTEM INC,7510,"Auto Repair, Services, & Parking",Services,1231,2022,12/31/2022,14395000000,2937000000,12011000000,867000000,0.0722
RYDER SYSTEM INC,7510,"Auto Repair, Services, & Parking",Services,1231,2021,12/31/2021,13834323000,2797946000,9662953000,519041000,0.0537
RYDER SYSTEM INC,7510,"Auto Repair, Services, & Parking",Services,1231,2020,12/31/2020,12931954000,2255557000,8420091000,-122250000,-0.0145
HOLOGIC INC,3844,Instruments & Related Products,Manufacturing,930,2023,9/30/2023,9139300000,5016900000,4030400000,456000000,0.1131
HOLOGIC INC,3844,Instruments & Related Products,Manufacturing,930,2022,9/30/2022,9071200000,4876200000,4862800000,1302000000,0.2677
HOLOGIC INC,3844,Instruments & Related Products,Manufacturing,930,2021,9/30/2021,8919900000,4218600000,5632300000,1871500000,0.3323
CORPORATE OFFICE PROPERTIES TRUST,6798,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",1231,2020,12/31/2020,4077023000,1661035000,609365000,97374000,0.1598
"HCA HEALTHCARE, INC.",8062,Health Services,Services,1231,2023,12/31/2023,56211000000,-1774000000,64968000000,5242000000,0.0807
"HCA HEALTHCARE, INC.",8062,Health Services,Services,1231,2022,12/31/2022,52438000000,-2767000000,60233000000,5643000000,0.0937
"HCA HEALTHCARE, INC.",8062,Health Services,Services,1231,2021,12/31/2021,50742000000,-933000000,58752000000,6956000000,0.1184
TYLER TECHNOLOGIES INC,7372,Business Services,Services,1231,2023,12/31/2023,4676663000,2937995000,1951751000,165919000,0.0850
TYLER TECHNOLOGIES INC,7372,Business Services,Services,1231,2022,12/31/2022,4687417000,2624389000,1850204000,164240000,0.0888
TYLER TECHNOLOGIES INC,7372,Business Services,Services,1231,2021,12/31/2021,4732161000,2324032000,1592287000,161458000,0.1014
TYLER TECHNOLOGIES INC,7372,Business Services,Services,1231,2020,12/31/2020,2607274000,1986111000,1116663000,194820000,0.1745
KEMPER CORP,6331,Insurance Carriers,"Finance, Insurance, & Real Estate",1231,2023,12/31/2023,12742700000,2505200000,4944200000,-272100000,-0.0550
KEMPER CORP,6331,Insurance Carriers,"Finance, Insurance, & Real Estate",1231,2022,12/31/2022,13364000000,2443200000,5576800000,-301200000,-0.0540
KEMPER CORP,6331,Insurance Carriers,"Finance, Insurance, & Real Estate",1231,2021,12/31/2021,14916500000,4007700000,5793000000,-120500000,-0.0208
KEMPER CORP,6331,Insurance Carriers,"Finance, Insurance, & Real Estate",1231,2020,12/31/2020,14341900000,4563400000,5205700000,409900000,0.0787
GRANITE CONSTRUCTION INC,1600,"Heavy Construction, Except Building",Construction,1231,2023,12/31/2023,2813540000,977298000,3509138000,43599000,0.0124
GRANITE CONSTRUCTION INC,1600,"Heavy Construction, Except Building",Construction,1231,2022,12/31/2022,2167933000,953016000,3301256000,83302000,0.0252
GRANITE CONSTRUCTION INC,1600,"Heavy Construction, Except Building",Construction,1231,2021,12/31/2021,2494927000,967682000,3010053000,10096000,0.0034
GRANITE CONSTRUCTION INC,1600,"Heavy Construction, Except Building",Construction,1231,2020,12/31/2020,2379996000,975664000,3562459000,-145117000,-0.0407
STERICYCLE INC,4955,"Electric, Gas, & Sanitary Services",Transportation & Public Utilities,1231,2023,12/31/2023,5352600000,2522500000,2659300000,-21400000,-0.0080
STERICYCLE INC,4955,"Electric, Gas, & Sanitary Services",Transportation & Public Utilities,1231,2022,12/31/2022,5334100000,2420200000,2704700000,56000000,0.0207
STERICYCLE INC,4955,"Electric, Gas, & Sanitary Services",Transportation & Public Utilities,1231,2021,12/31/2021,5473100000,2398700000,2646900000,-27800000,-0.0105
STERICYCLE INC,4955,"Electric, Gas, & Sanitary Services",Transportation & Public Utilities,1231,2020,12/31/2020,5581900000,2430100000,2675500000,-57300000,-0.0214
"RELIANCE, INC.",5051,Wholesale Trade – Durable Goods,Wholesale Trade,1231,2023,12/31/2023,10480300000,7722300000,14805900000,1335900000,0.0902
RELIANCE STEEL & ALUMINUM CO,5051,Wholesale Trade – Durable Goods,Wholesale Trade,1231,2022,12/31/2022,10329900000,7087400000,17025000000,1840100000,0.1081
RELIANCE STEEL & ALUMINUM CO,5051,Wholesale Trade – Durable Goods,Wholesale Trade,1231,2021,12/31/2021,9536000000,6086500000,14093300000,1413000000,0.1003
RELIANCE STEEL & ALUMINUM CO,5051,Wholesale Trade – Durable Goods,Wholesale Trade,1231,2020,12/31/2020,8106800000,5115400000,8811900000,369100000,0.0419
"TRAVELERS COMPANIES, INC.",6331,Insurance Carriers,"Finance, Insurance, & Real Estate",1231,2023,12/31/2023,1.25978E+11,24921000000,41364000000,2991000000,0.0723
"TRAVELERS COMPANIES, INC.",6331,Insurance Carriers,"Finance, Insurance, & Real Estate",1231,2022,12/31/2022,1.15717E+11,21560000000,36884000000,2842000000,0.0771
"TRAVELERS COMPANIES, INC.",6331,Insurance Carriers,"Finance, Insurance, & Real Estate",1231,2021,12/31/2021,1.20466E+11,28887000000,34816000000,3662000000,0.1052
"TRAVELERS COMPANIES, INC.",6331,Insurance Carriers,"Finance, Insurance, & Real Estate",1231,2020,12/31/2020,1.16764E+11,29201000000,31981000000,2697000000,0.0843
BENCHMARK ELECTRONICS INC,3672,Electronic & Other Electric Equipment,Manufacturing,1231,2023,12/31/2023,2274755000,1079085000,2838976000,64315000,0.0227
BENCHMARK ELECTRONICS INC,3672,Electronic & Other Electric Equipment,Manufacturing,1231,2022,12/31/2022,2227331000,1026416000,2886331000,68229000,0.0236
BENCHMARK ELECTRONICS INC,3672,Electronic & Other Electric Equipment,Manufacturing,1231,2021,12/31/2021,1903880000,973802000,2255319000,35770000,0.0159
BENCHMARK ELECTRONICS INC,3672,Electronic & Other Electric Equipment,Manufacturing,1231,2020,12/31/2020,1744235000,989588000,2053131000,14055000,0.0068
TRIMBLE INC.,3829,Instruments & Related Products,Manufacturing,1231,2023,12/31/2023,9539300000,4500100000,3798700000,311300000,0.0819
TRIMBLE INC.,3829,Instruments & Related Products,Manufacturing,1231,2022,12/31/2022,7269000000,4050200000,3676300000,449700000,0.1223
TRIMBLE INC.,3829,Instruments & Related Products,Manufacturing,1231,2021,12/31/2021,7099600000,3944700000,3659400000,492700000,0.1346
TRIMBLE INC.,3829,Instruments & Related Products,Manufacturing,1231,2020,12/31/2020,6876900000,3596900000,3152000000,389900000,0.1237
MONSTER BEVERAGE CORP,2086,Food & Kindred Products,Manufacturing,1231,2023,12/31/2023,9686522000,8228744000,7140027000,1630988000,0.2284
MONSTER BEVERAGE CORP,2086,Food & Kindred Products,Manufacturing,1231,2022,12/31/2022,8293105000,7025041000,6311050000,1191624000,0.1888
MONSTER BEVERAGE CORP,2086,Food & Kindred Products,Manufacturing,1231,2021,12/31/2021,7804784000,6566951000,5541352000,1377475000,0.2486
